"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @huaweimobileng: Have a stress-free navigation process on #Y7Prime2019 with Easy Mode. Pre-order from March 4th to 10th on Jumia to get…",FALSE,0,NA,2019-02-26 11:44:15,FALSE,NA,"1100360895732072448",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","janefrances005",9,TRUE,FALSE,NA,NA
"@prestige_patric @Gidi_Traffic @JumiaNigeria @JumiaHouseNG @jumia_online Exactly the same issue I had with refundin… https://t.co/gqqBDsMV1U",FALSE,0,"prestige_patric",2019-02-26 11:42:12,TRUE,"1100359705640267776","1100360377559334912","3371433862","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","oghenejega",0,FALSE,FALSE,NA,NA
"Get N1000 free on any item you purchase on Jumia today! This is only available to first time buyers. First 100 cust… https://t.co/CUCn3N090r",FALSE,0,NA,2019-02-26 11:40:28,TRUE,NA,"1100359940017917952",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tantoluwaaaa",0,FALSE,FALSE,NA,NA
"@oghenejega @Gidi_Traffic @JumiaNigeria @JumiaHouseNG @jumia_online I don't even want a refund, I just want them to give me a complete item.",FALSE,0,"oghenejega",2019-02-26 11:40:09,FALSE,"1100358505691860992","1100359860628193281","454766386","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","prestige_patric",0,FALSE,FALSE,NA,NA
"@oghenejega @Gidi_Traffic @JumiaNigeria @JumiaHouseNG @jumia_online the item they sent to me is not complete. I hav… https://t.co/2QieO3r8JY",FALSE,1,"oghenejega",2019-02-26 11:39:32,TRUE,"1100358505691860992","1100359705640267776","454766386","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","prestige_patric",0,FALSE,FALSE,NA,NA
"@jumia_online a certain call agent by name Sandra said I was going to get a refund in two days... this is 12th day… https://t.co/Agyz0oGNCr",FALSE,0,"jumia_online",2019-02-26 11:36:04,TRUE,NA,"1100358836039417856","2894446851","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","prestige_patric",0,FALSE,FALSE,NA,NA
"@JumiaNigeria I can’t imagine how Jumia work...it wasn’t like this before all of a sudden delivery and items bought… https://t.co/4oHcUhe6ey",FALSE,0,"JumiaNigeria",2019-02-26 11:32:40,TRUE,"1100002494346940417","1100357980556574722","587406023","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","olatoyejosh",0,FALSE,FALSE,NA,NA
"@JumiaUG is looking for a Treasurer with 2-3 years’ experience in accounting or audit function to join their team.… https://t.co/fNQoclbvd8",FALSE,0,"JumiaUG",2019-02-26 11:27:41,TRUE,NA,"1100356724521926656","2280870584","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","fuzu_ug",0,FALSE,FALSE,NA,NA
"RT @AirwickNigeria: Give your significant other a treat! 
Buy a pack of Airwick Freshmatic Complete packs on Jumia and stand a chance to wi…",FALSE,0,NA,2019-02-26 11:25:41,FALSE,NA,"1100356223180988424",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Oma33601988",6,TRUE,FALSE,NA,NA
"RT @PertCoquette: Want to order on jumia but shipping fee way too high, order thru me and get free/reduced shipping on items. @Gidi_Traffic…",FALSE,0,NA,2019-02-26 11:19:44,FALSE,NA,"1100354724803502084",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Akinbounxe",53,TRUE,FALSE,NA,NA
"RT @mtnug: Good morning Pulsers, looking to make a quick snack? Then this Ramton's sandwich toaster is just for you! Click https://t.co/eFo…",FALSE,0,NA,2019-02-26 11:17:06,FALSE,NA,"1100354060786515968",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AsiimweJohnbos",7,TRUE,FALSE,NA,NA
"RT @aushamaki: PRECAUTIONS:
To prevent disease transmission during CPR, face masks and face shields are available to prevent direct contact…",FALSE,0,NA,2019-02-26 11:14:05,FALSE,NA,"1100353302976438280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Moboluwaduro",1,TRUE,FALSE,NA,NA
"RT @JumiaNigeria: Have  your kids look glammed up all the time<U+0001F60D><U+0001F970>
You can get the best outfit for your kids, at the coolest prices on Jumia…",FALSE,0,NA,2019-02-26 11:13:27,FALSE,NA,"1100353143588691969",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","king_nabes",3,TRUE,FALSE,NA,NA
"PRECAUTIONS:
To prevent disease transmission during CPR, face masks and face shields are available to prevent direc… https://t.co/bTlkQb5mv6",FALSE,0,"aushamaki",2019-02-26 11:13:13,TRUE,"1100353068363907077","1100353083555622912","507532556","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","aushamaki",1,FALSE,FALSE,NA,NA
"Inbox me here or call/WhatsApp 07032292477 to get all the items you so much desire delivered to your doorstep and p… https://t.co/WF7ybn1TeD",FALSE,0,NA,2019-02-26 11:00:57,TRUE,NA,"1100349995964866561",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","skino4united",0,FALSE,FALSE,NA,NA
"@Onadele1 @JumiaNigeria Ogbeni u better stop shopping with @JumiaNigeria come and ask me about my experience, since… https://t.co/GKG1zeqaNp",FALSE,0,"Onadele1",2019-02-26 11:00:37,TRUE,"1099988245675421697","1100349913358057472","1018048638059270146","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Eaxy1",0,FALSE,FALSE,NA,NA
"Have  your kids look glammed up all the time<U+0001F60D><U+0001F970>
You can get the best outfit for your kids, at the coolest prices on… https://t.co/Qau2MslAkK",FALSE,9,NA,2019-02-26 11:00:07,TRUE,NA,"1100349788518842368",NA,"<a href=""http://www.salesforce.com"" rel=""nofollow"">Salesforce - Social Studio</a>","JumiaNigeria",3,FALSE,FALSE,NA,NA
"Associate, Accounts Receivable Operations (Jumia) at Jumia Nigeria - https://t.co/mB20vWQsNk",FALSE,0,NA,2019-02-26 10:57:35,FALSE,NA,"1100349149160112129",NA,"<a href=""http://erecnigeria.com"" rel=""nofollow"">erecnigeria</a>","Erecnigeria",0,FALSE,FALSE,NA,NA
"Hello everyone, I'm a @JumiaNigeria Consultant and I'm happy to inform you that you can pre-order your Samsung Gala… https://t.co/l5PhlWod5e",FALSE,2,NA,2019-02-26 10:51:13,TRUE,NA,"1100347545627361283",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shayowilliams",3,FALSE,FALSE,NA,NA
"RT @huaweimobileng: Have a stress-free navigation process on #Y7Prime2019 with Easy Mode. Pre-order from March 4th to 10th on Jumia to get…",FALSE,0,NA,2019-02-26 10:49:40,FALSE,NA,"1100347158962814977",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","precious_etuk",9,TRUE,FALSE,NA,NA
"@JumiaUG @cinemaxacacia 3. Select buy  now option and the item will be added to your cart
4. Go to the cart scroll… https://t.co/PhRn3bBgPw",FALSE,0,"JumiaUG",2019-02-26 10:46:56,TRUE,"1100341326627962880","1100346468291018752","2280870584","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","maniac_gal",0,FALSE,FALSE,NA,NA
"@Belladonapoi Shop for sugar daddy on jumia",FALSE,0,"Belladonapoi",2019-02-26 10:43:41,FALSE,"1100157380782968833","1100345650586243072","3370526189","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","prodiknt",0,FALSE,FALSE,NA,NA
"RT @JumiaUG: Time to see how well you know Jumia guys <U+0001F60F> First 5 people to correctly tell us the missing steps on how to shop on Jumia win f…",FALSE,0,NA,2019-02-26 10:43:14,FALSE,NA,"1100345540024377344",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mubirujon",1,TRUE,FALSE,NA,NA
"RT @PureMountainOil: For those of you in Nairobi - you can now get our 2L from Jumia!

#canola #rapeseed #kenya #pure #puremountain #local…",FALSE,0,NA,2019-02-26 10:41:38,FALSE,NA,"1100345136981200896",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tomrimui",1,TRUE,FALSE,NA,NA
"RT @huaweimobileng: Have a stress-free navigation process on #Y7Prime2019 with Easy Mode. Pre-order from March 4th to 10th on Jumia to get…",FALSE,0,NA,2019-02-26 10:39:20,FALSE,NA,"1100344558351802368",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","1realdopekid",9,TRUE,FALSE,NA,NA
"Your amazing @youthnomics book is a click away. Get your copy on @JumiaNigeria at https://t.co/u7j1QHPzOh and step… https://t.co/OUYjxZnuG2",FALSE,0,NA,2019-02-26 10:34:37,TRUE,NA,"1100343372013805568",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","youthnomics",0,FALSE,FALSE,NA,NA
"Your amazing @youthnomics book is a click away. Get your copy on @JumiaNigeria at https://t.co/u7j1QHPzOh and step… https://t.co/5qGsCn7tnF",FALSE,0,NA,2019-02-26 10:32:21,TRUE,NA,"1100342798329544706",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","youthnomics",0,FALSE,FALSE,NA,NA
"RT @AirwickNigeria: Who's up for this? 
Simply purchase one of the Special Airwick Freshmatic Packs on Jumia and you could be one of our lu…",FALSE,0,NA,2019-02-26 10:30:29,FALSE,NA,"1100342330505261057",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iam_marapha",110,TRUE,FALSE,NA,NA
"Generic Mighty Sweeper Automatic Spinning Broom Cordless No Batteries Required Light TV* | https://t.co/kgYK6cBogW https://t.co/PD6wDRGziE",FALSE,0,NA,2019-02-26 10:29:27,FALSE,NA,"1100342069619499009",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","eberenicol",0,FALSE,FALSE,NA,NA
"Mighty Sweeper Automatic Spinning Broom Cordless No Batteries Required Light TV* https://t.co/PD6wDRGziE",FALSE,0,NA,2019-02-26 10:29:18,FALSE,NA,"1100342033477177344",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","eberenicol",0,FALSE,FALSE,NA,NA
"I also saw a lady on Jumia Food delivery bike as the passenger",FALSE,1,NA,2019-02-26 10:29:16,FALSE,NA,"1100342023670939648",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EmperorOlalekan",0,FALSE,FALSE,NA,NA
"DZ09 Single Sim Bluetooth Smart Watch - Gold https://t.co/VXfh7BlE2p",FALSE,0,NA,2019-02-26 10:28:50,FALSE,NA,"1100341912895086593",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","eberenicol",0,FALSE,FALSE,NA,NA
"DZ09 DZ09 Android Smart Wrist Watch Phone (SIM Card, Memory Card, Camera https://t.co/yUUxW2watA",FALSE,0,NA,2019-02-26 10:28:19,FALSE,NA,"1100341783135952896",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","eberenicol",0,FALSE,FALSE,NA,NA
"Adjustable HD Dial Eye Glasses Vision Reader Glasses For Adult https://t.co/7oOEajqcEu",FALSE,0,NA,2019-02-26 10:27:51,FALSE,NA,"1100341666387558401",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","eberenicol",0,FALSE,FALSE,NA,NA
"E27 15W Electronic Anti Mosquito Repeller Light Mosquito Killer Bulb https://t.co/9foQVvUocs",FALSE,0,NA,2019-02-26 10:27:22,FALSE,NA,"1100341547705532416",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","eberenicol",0,FALSE,FALSE,NA,NA
"I5 Plus Smart Bluetooth 4.0 Watch - Black https://t.co/1J6K8LgYGc",FALSE,0,NA,2019-02-26 10:26:51,FALSE,NA,"1100341414616010752",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","eberenicol",0,FALSE,FALSE,NA,NA
"Time to see how well you know Jumia guys <U+0001F60F> First 5 people to correctly tell us the missing steps on how to shop on… https://t.co/SIj0yZ7qft",FALSE,2,NA,2019-02-26 10:26:30,TRUE,NA,"1100341326627962880",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JumiaUG",1,FALSE,FALSE,NA,NA
"HD Vision Day &amp; Night Wrap Around Glasses https://t.co/npZEyKZOS3",FALSE,0,NA,2019-02-26 10:26:22,FALSE,NA,"1100341295283912705",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","eberenicol",0,FALSE,FALSE,NA,NA
"Generic M28 Smart Bracelet Heart Rate Monitor Blood Pressure Fitness Tracker-Black | https://t.co/kgYK6cBogW https://t.co/cULPqEa1Qv",FALSE,0,NA,2019-02-26 10:25:15,FALSE,NA,"1100341010998145024",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","eberenicol",0,FALSE,FALSE,NA,NA
"M28 Smart Bracelet Heart Rate Monitor Blood Pressure Fitness Tracker-Black https://t.co/cULPqEa1Qv",FALSE,0,NA,2019-02-26 10:25:05,FALSE,NA,"1100340970242088965",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","eberenicol",0,FALSE,FALSE,NA,NA
"Smart Watch Color Screen Real-time Heart Rate Blood Pressure Monitor - Black https://t.co/5WNKR950sy",FALSE,0,NA,2019-02-26 10:24:37,FALSE,NA,"1100340852013060096",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","eberenicol",0,FALSE,FALSE,NA,NA
"Generic Smart Watch Color Screen Real-time Heart Rate  Blood Pressure Monitor - Black | https://t.co/kgYK6cBogW https://t.co/5WNKR950sy",FALSE,0,NA,2019-02-26 10:24:22,FALSE,NA,"1100340790881148929",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","eberenicol",0,FALSE,FALSE,NA,NA
"@__Mutuku @InfinixKenya It's wasn't whether you work for them or jumia. You tweeted it targeting your followers as buyers",FALSE,0,"__Mutuku",2019-02-26 10:21:21,FALSE,"1100339726379307009","1100340031678570496","2437126286","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Geophm",0,FALSE,FALSE,NA,NA
"@JumiaNGHelp please I need a call from jumia regarding an order am trying to place. Please reach me on 09068031930",FALSE,0,"JumiaNGHelp",2019-02-26 10:17:36,FALSE,NA,"1100339087100334080","3018296221","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","OlajumokeAbiso2",0,FALSE,FALSE,NA,NA
"@KraksHQ the VR I ordered from jumia is not like this oo",FALSE,0,"KraksHQ",2019-02-26 10:11:55,FALSE,"1099983674873921536","1100337659052994560","3457791256","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OtunbaWarri",0,FALSE,FALSE,NA,NA
"@Sanee23libra Jumia",FALSE,0,"Sanee23libra",2019-02-26 10:10:37,FALSE,"1100335560118419458","1100337331201019904","1627831681","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","clint_NN",0,FALSE,FALSE,NA,NA
"If you were the Buyer, where will you buy from?
I guess from Jumia, me too.

If you are a Vendor and you haven't ch… https://t.co/eyB6DT43jS",FALSE,0,NA,2019-02-26 10:08:50,TRUE,NA,"1100336883551424512",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","QueenIdeas",0,FALSE,FALSE,NA,NA
"@MsTariah Maybe 500,000 to buy Jumia",FALSE,0,"MsTariah",2019-02-26 10:05:30,FALSE,"1100323412738756608","1100336043889434624","249644461","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Floxycutie",0,FALSE,FALSE,NA,NA
"RT @imosenig: Now you have more reason to smile, pay less for more value.

The Imose GiDi smartphone now comes at a reduced price of N17,00…",FALSE,0,NA,2019-02-26 10:05:29,FALSE,NA,"1100336039242149888",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","araoyegbadebo",2,TRUE,FALSE,NA,NA
"RT @mtnug: Good morning Pulsers, looking to make a quick snack? Then this Ramton's sandwich toaster is just for you! Click https://t.co/eFo…",FALSE,0,NA,2019-02-26 10:04:46,FALSE,NA,"1100335856882278400",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BlackV1Official",7,TRUE,FALSE,NA,NA
"RT @huaweimobileng: Have a stress-free navigation process on #Y7Prime2019 with Easy Mode. Pre-order from March 4th to 10th on Jumia to get…",FALSE,0,NA,2019-02-26 10:03:48,FALSE,NA,"1100335616783515648",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","araoyegbadebo",9,TRUE,FALSE,NA,NA
"Have a stress-free navigation process on #Y7Prime2019 with Easy Mode. Pre-order from March 4th to 10th on Jumia to… https://t.co/7Iw0qQs9Qp",FALSE,16,NA,2019-02-26 10:03:36,TRUE,NA,"1100335566032384000",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","huaweimobileng",9,FALSE,FALSE,NA,NA
"RT @huaweimobileng: Here are some  reasons why you should definitely get the sleek #Y7Prime2019! It features the the all new Dewdrop Displa…",FALSE,0,NA,2019-02-26 10:03:35,FALSE,NA,"1100335560563011585",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Munahgany404",9,TRUE,FALSE,NA,NA
"List of Jumia Pickup Stations in Nigeria https://t.co/famicL6hXU https://t.co/8JUnFStN0a",FALSE,0,NA,2019-02-26 10:01:01,FALSE,NA,"1100334913776168960",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","OchemeStephen",0,FALSE,FALSE,NA,NA
"Jumia needs to be watchful of their delivery recruits. One came to drop a product I ordered and asked if I’m out to… https://t.co/EhsyWYhV7o",FALSE,3,NA,2019-02-26 10:00:50,TRUE,NA,"1100334870369390592",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ChenkoBaba",1,FALSE,FALSE,NA,NA
"Food is always a good idea...don't you think? Order yourself the perfect meal today on 30% off simply on… https://t.co/pgu8dcQAQb",FALSE,0,NA,2019-02-26 10:00:15,TRUE,NA,"1100334723417677824",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","JumiaFoodRW",0,FALSE,FALSE,NA,NA
"RT @huaweimobileng: Get the full package with the #Y7Prime2019 16MP Selfie Camera, Dual AI Rear Camera and Face Unlock 2.0 features! Pre-or…",FALSE,0,NA,2019-02-26 10:00:06,FALSE,NA,"1100334684943339522",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Munahgany404",3,TRUE,FALSE,NA,NA
"@HeartOfGoId_ I don’t know about this Jumia’s price, shoprite has the 250ml bottle for 2,500",FALSE,0,"HeartOfGoId_",2019-02-26 09:58:24,FALSE,"1100333972695994368","1100334257241755648","1353824184","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ScentsOfApril",0,FALSE,FALSE,NA,NA
"You can find us in all the malls, compu-gh stores, or on Jumia. https://t.co/Qy5wB89t8r https://t.co/skuN6ZirZ7",FALSE,1,NA,2019-02-26 09:50:56,FALSE,NA,"1100332375676989441",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","InfinixGhana",0,FALSE,FALSE,NA,NA
"Instead of them to allow konga and jumia or olx to deliver reault they are allowing people that will ask for erazer… https://t.co/7QmfKuNjmZ",FALSE,0,NA,2019-02-26 09:46:10,TRUE,NA,"1100331177662181376",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","atescooHquality",0,FALSE,FALSE,NA,NA
"Associate, Accounts Receivable Operations (Jumia) at Jumia Nigeria https://t.co/3jbBW3hh8K #financeaccounting",FALSE,1,NA,2019-02-26 09:45:01,FALSE,NA,"1100330888204824576",NA,"<a href=""https://www.google.com/"" rel=""nofollow"">Google</a>","ngcareers",1,FALSE,FALSE,NA,NA
"The way the election partnered with bodies like Jumia and co enh <U+0001F910> https://t.co/JLxMcvdmdw",FALSE,0,NA,2019-02-26 09:38:21,FALSE,NA,"1100329209204011009",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bbstar_whykayhe",0,FALSE,FALSE,NA,NA
"(Associate, Accounts Receivable Operations (Jumia) at Jumia Nigeria)
 - https://t.co/kOfpCxYWkn https://t.co/kOfpCxYWkn",FALSE,0,NA,2019-02-26 09:34:52,FALSE,NA,"1100328332359540736",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","CareerTrainee",0,FALSE,FALSE,NA,NA
"Associate, Accounts Receivable Operations (Jumia) at Jumia Nigeria
 - https://t.co/kOfpCxYWkn",FALSE,0,NA,2019-02-26 09:34:50,FALSE,NA,"1100328326185533440",NA,"<a href=""https://www.careertrainee.com"" rel=""nofollow"">CareerTrainee.</a>","CareerTrainee",0,FALSE,FALSE,NA,NA
"African E-commerce giants Jumia &amp; Konga list billion dollars IPOs https://t.co/W2w70mUGzJ https://t.co/xjX0TCb3Rq",FALSE,0,NA,2019-02-26 09:31:10,FALSE,NA,"1100327402075496448",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","mpmaniadotcom",0,FALSE,FALSE,NA,NA
"African E-commerce giants Jumia &amp; Konga list billion dollars IPOs https://t.co/LEy8uPTxyx https://t.co/JFU6YP8P3b",FALSE,0,NA,2019-02-26 09:31:07,FALSE,NA,"1100327391879225344",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","mp_maniac",0,FALSE,FALSE,NA,NA
"@Ibrahim57444478 Thank you for shopping with Jumia Ibrahim.
Order 366135669 has been shipped and currently in trans… https://t.co/QtdRCfu64a",FALSE,0,"Ibrahim57444478",2019-02-26 09:28:14,TRUE,"1100319234205323264","1100326663018156032","1088402810021007360","<a href=""http://www.salesforce.com"" rel=""nofollow"">Salesforce - Social Studio</a>","JumiaNGHelp",0,FALSE,FALSE,NA,NA
"@JumiaKenya hello jumia i have seen a nokia c2 phone and saved it for later,i want that phone but i dont have the w… https://t.co/8R5mJR3yRK",FALSE,0,"JumiaKenya",2019-02-26 09:26:56,TRUE,NA,"1100326337632444417","1091788476","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ryannswest",0,FALSE,FALSE,NA,NA
"@Kaaylagabriel_ Does Jumia sell original ?",FALSE,0,"Kaaylagabriel_",2019-02-26 09:24:18,FALSE,"1100324631725199361","1100325674680705024","977911346","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","williiiam_",0,FALSE,FALSE,NA,NA
"Biko does jumia sell fake products?",FALSE,2,NA,2019-02-26 09:20:09,FALSE,NA,"1100324631725199361",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kaaylagabriel_",0,FALSE,FALSE,NA,NA
"<U+0001F600> #DidYouKnow it's super easy to track your order on Jumia?
Click https://t.co/txE4OMaMoq to get details asap!… https://t.co/6qjA7KZDTY",FALSE,11,NA,2019-02-26 09:15:04,TRUE,NA,"1100323352063942656",NA,"<a href=""http://www.salesforce.com"" rel=""nofollow"">Salesforce - Social Studio</a>","JumiaNigeria",0,FALSE,FALSE,NA,NA
"Job Vacancy at Jumia Nigeria for an Associate, Accounts Receivable Operations (Lagos) https://t.co/ydoHZ0t1J3 https://t.co/rTKosah6oM",FALSE,0,NA,2019-02-26 09:13:27,FALSE,NA,"1100322945950466049",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","exclusive_bojs",0,FALSE,FALSE,NA,NA
"Only N3,895. Buy now
https://t.co/tXi90miS1C https://t.co/PctK7AjGsu",FALSE,0,NA,2019-02-26 09:08:07,FALSE,NA,"1100321603341205505",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ChristieUI",0,FALSE,FALSE,NA,NA
"@Kanu_oj Hello Kanu, we are sending a friendly check-in about your inquiry with Jumia.
We are yet to a reply from y… https://t.co/2PDUu4o5Pi",FALSE,0,"Kanu_oj",2019-02-26 09:08:00,TRUE,"1099968578361675777","1100321571741331456","1271892541","<a href=""http://www.salesforce.com"" rel=""nofollow"">Salesforce - Social Studio</a>","JumiaNGHelp",0,FALSE,FALSE,NA,NA
"RT @AirwickNigeria: Who's up for this? 
Simply purchase one of the Special Airwick Freshmatic Packs on Jumia and you could be one of our lu…",FALSE,0,NA,2019-02-26 09:04:30,FALSE,NA,"1100320691344343040",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Tobhar4Arsenal",110,TRUE,FALSE,NA,NA
"#TheMkufiChallenge #ResurrectionChallenge

Buy on Jumia to support me using these link https://t.co/FgwlylGMCd… https://t.co/pSfkHumcVb",FALSE,0,NA,2019-02-26 09:01:08,TRUE,NA,"1100319845089005568",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","tgithinji9",0,FALSE,FALSE,NA,NA
"A slick looking all silver Casio Vintage watch, with a dual analogue and digital display on a crisp black dial. The… https://t.co/8VtmTeDP0E",FALSE,0,NA,2019-02-26 09:00:35,TRUE,NA,"1100319706123304961",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","ZivaCollections",0,FALSE,FALSE,NA,NA
"@Modupe_Liz Saw one on jumia, I don't trust them..
I want to walk into a store n see what I'm getting",FALSE,0,"Modupe_Liz",2019-02-26 09:00:21,FALSE,"1100319260235190272","1100319645461069824","179539345","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Litiini",0,FALSE,FALSE,NA,NA
"#TheMkufiChallenge #ResurrectionChallenge

Buy on Jumia to support me using these link https://t.co/FgwlylGMCd… https://t.co/wut4HANhaQ",FALSE,0,NA,2019-02-26 08:56:51,TRUE,NA,"1100318764413997057",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","tgithinji9",0,FALSE,FALSE,NA,NA
"RT @huaweimobileng: Get the full package with the #Y7Prime2019 16MP Selfie Camera, Dual AI Rear Camera and Face Unlock 2.0 features! Pre-or…",FALSE,0,NA,2019-02-26 08:45:32,FALSE,NA,"1100315917328805889",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","araoyegbadebo",3,TRUE,FALSE,NA,NA
"RT @huaweimobileng: Here are some  reasons why you should definitely get the sleek #Y7Prime2019! It features the the all new Dewdrop Displa…",FALSE,0,NA,2019-02-26 08:44:42,FALSE,NA,"1100315710205673473",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","araoyegbadebo",9,TRUE,FALSE,NA,NA
"RT @InfinixKenya: Pre-Order  ZERO 6 PRO on Jumia here https://t.co/5hQAt097mQ and stand a chance to get another absolutely FREE! <U+0001F603>
#Zero6KE…",FALSE,0,NA,2019-02-26 08:10:01,FALSE,NA,"1100306980911104001",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mercy92771629",4,TRUE,FALSE,NA,NA
